,Filename,Date,Entity name,Order type,Text
Each research report SSB issued included an investment rating that purportedly reflected the
analyst's objective opinion of the relative attractiveness of the company to the investors.
1
24. During the relevant time period, SSB advised its customers that it utilized the following five-
point investment rating system:
2
1 Buy
2 - Outperform
3
3 - Neutral
4 - Underperform
5 Sell
4
5
25. In addition, SSB during the relevant period included in each research report a risk rating of L
(low risk), M (moderate risk), H (high risk), S (Speculative), or V (Venture). Each of the research
reports and call notes discussed below, other than those on AT&T, rated the company S
6
(Speculative).
7
26. In practice during the relevant period, SSB's research analysts rarely rated companies a 4
(Underperform) and never a 5 (Sell) in part to avoid antagonizing issuers in a way that would harm
8
SSB's investment banking business. As a Director who provided Research Management Support
stated in a March 30, 2001 e-mail:
9
[WJe in U.S. Research currently have no ""4"" (Underperform) or ""5"" (Sell)
10
ratings. We use neutral rating as a statement that we are not at all
enthusiastic about a stock. That effectively conveys the message that
11
customers should not be in the stock. If we were to use 4 or 5 ratings that
approach would be perceived as highly antagonistic to buy side accounts
12
[and] company management teams.
13
27. In a later e-mail, the same person suggested that the common terms SSB used to rate stocks
did not mean what they said: ""various people in research and media relations are very easy
targets for irate phone calls from clients, reporters, etc. who make a very literal reading of the rating
14
[I]f someone wants to read the ratings system for exactly what it says they have a perfect right
to do that.'
15
28. The head of SSB's Global Equity Research raised the issue of research integrity directly with
16
the head of SSB in a memorandum entitled ""2000 Performance Review,"" when he expressed a
""legitimate concern about the objectivity of our analysts which we must allay in 2001.' The head of
17
Global Equity Research also addressed the nature of the research ratings at an SSB equities
management meeting. He made a presentation regarding the SSB ""Stock Recommendations as of
18
1/29/01,"" which showed that, out of a total of 1179 stock ratings, there were no Sell ratings and
only one Underperform rating. In handwritten notes attached to this presentation, he described
19
these ratings in the U.S. as the ""worst"" and ""ridiculous on face."" He observed that there was a
""rising issue of research integrity"" and a ""basic inherent conflict between IB [investment banking],
20
equities and retail."" In a February 22, 2001 memo, the head of Global Equity Research told the
managing directors in the U.S. equity research division that the global head of SSB's private client
21
(i.e., retail) division said SSB's ""research was basically worthless"" and threatened to terminate his
division's contribution to the research budget.
22
29. SSB did not change its rating system, however, and the de facto three-category rating system
remained in place throughout 2001. As of the end of 2001, SSB covered over 1000 U.S. stocks
23
but had no Sell ratings and only 15 Underperform ratings (1.4%).
24
4. Investment Banking Influenced SSB's Evaluation and Compensation of Research
Analysts
25
30. SSB established a compensation structure that linked research analysts with investment
banking. Research analysts were requested to draft business plans that discussed, among other
1
things, their steps to support investment banking business in the past year and their plans to
support investment banking in the upcoming year.
2
31. In addition, investment bankers among others evaluated the performance of research analysts.
3
Bonuses for research analysts - comprising most of their compensation - were tied to several
factors, one of the most important of which was the investment banking revenue SSB attributed to
4
the research analyst.
C.
Grubman Supported SSB's Investment Banking Business in the Telecom Sector
5
32. During the relevant period, Grubman was one of the most prominent analysts on Wall Street.
6
He was a Managing Director of SSB, and the preeminent research analyst at SSB. He managed a
team of analysts who issued research reports (""Reports"") and call notes (""Notes) on telecom
7
companies. Grubman was principally responsible for each Report and Note SSB issued on these
companies.
8
(1) Grubman Helped Obtain Investment Banking Clients for SSB
9
33. Grubman helped to obtain and maintain business for SSB's investment bankers from telecom
10
companies in his sector. Grubman also vetted proposed transactions involving telecom companies
and vetoed those he could not view favorably. Once he determined he could support a proposed
11
transaction, he and other telecom analysts who reported to him often participated in pitching the
potential client to award SSB investment banking business and in roadshows that marketed
12
offerings to investors.
(2) Grubman's Ratings Assisted SSB's Investment Banking Business
13
34. During the relevant period, SSB was the lead underwriter on 6 IPOs for telecom companies.
14
For each company, Grubman initiated coverage with a 1 (Buy) recommendation. In virtually every
instance, Grubman also issued favorable research reports on telecom companies for which SSB
15
acted as lead or co-manager of a secondary offering of equity stock offering. In fact, Grubman and
his group, with only one exception, did not rate a stock a 4 during the relevant period and never
16
rated a stock a 5. Rather, he and the research personnel who reported to him would drop
coverage altogether rather than rate a stock at less than a Neutral.
17
(3) Grubman Helped Generate Substantial Revenue for SSB's Investment
18
Banking Department and Was Highly Compensated
19
35. Grubman's efforts contributed to the telecom sector generating substantial investment banking
revenue for SSB. During the relevant period, as reflected in documents prepared in connection
20
with Grubman's evaluation and compensation, SSB earned more than $790 million in total gross
investment banking fees from telecom companies covered by Grubman: approximately $359
million in 1999, $331 million in 2000, and $101 million in 2001.
21
36. Grubman was well paid for his efforts. During the relevant period, he was one of the most
22
highly compensated research analysts at SSB. His total compensation (including deferred
compensation) from 1999-2001 exceeded $48 million: over $22 million in 1999, over $20.2 million
23
in 2000, and over $6.5 million in 2001. In light of the importance investment banking played in
SSB's annual evaluations, Grubman and two of his assistants in their 2001 performance evaluation
24
highlighted the investment banking deals for which they had been responsible.
25
37. As was true of other research analysts, Grubman was evaluated by investment bankers,
institutional sales, and retail sales. Grubman received high scores and evaluations from
1
investment bankers in 2000 and 2001 that reflected his importance to investment banking.
Investment bankers rated analysts on a scale from 1 (lowest) to 5 (highest). For 2000, Grubman
2
received a 5 rating overall from investment bankers, who ranked him first among all analysts. His
ratings and rankings in specific investment banking categories, such as pre-marketing, marketing,
3
and follow-up were also at the top levels. For 2001, Grubman's average score (the only score
presented that year) from investment bankers was 4.382, ranking him 23rd among the 98 analysts
4
reviewed.
38. SSB's institutional sales force rated Grubman 16th out of 113 analysts in 2000 and 46th out of
5
115 analysts in 2001.
6
39. Retail brokers ranked analysts on a scale from - -1 (lowest) to 2 (highest). For 1999, the retail
sales force gave Grubman an average score of 1.59, ranking him 4th out of 159 analysts evaluated.
7
In contrast, for 2000 and 2001, Grubman's evaluations from retail were dramatically lower and well
below his scores from investment bankers and the institutional sales force in both years. In 2000,
8
retail ranked Grubman last among all analysts with a score of -0.64. The same was true for 2001 -
- the retail force ranked Grubman last among all analysts reviewed, and his score fell to -0.906.
